,cat,class,classcat,epsilon,feat,nc,ncx,nx
296,B*****,Apuesto,Admin,0.5025945193596791,saludHistory,74,33,441
297,*AAA**,Apuesto,Admin,-1.0436634252102392,saludHistory,74,31,540
298,*AAB**,Apuesto,Admin,-0.09366078142371334,saludHistory,74,2,31
299,*AA***,Apuesto,Admin,-1.0680767838540017,saludHistory,74,33,574
300,*ABA**,Apuesto,Admin,-1.12297745775033,saludHistory,74,1,41
301,*ABB**,Apuesto,Admin,1.3257617652229843,saludHistory,74,4,31
302,*AB***,Apuesto,Admin,0.02250543308782508,saludHistory,74,5,72
303,*A*A**,Apuesto,Admin,-1.3044800351191876,saludHistory,74,32,581
304,*A*B**,Apuesto,Admin,0.871226960751081,saludHistory,74,6,62
305,*A****,Apuesto,Admin,-1.0091955219555524,saludHistory,74,38,647
306,*BAA**,Apuesto,Admin,0.326646190858056,saludHistory,74,17,229
307,*BAB**,Apuesto,Admin,1.6397777004322809,saludHistory,74,2,10
308,*BA***,Apuesto,Admin,0.6551573094802363,saludHistory,74,19,239
309,*BBA**,Apuesto,Admin,0.6572787572978205,saludHistory,74,8,93
310,*BBB**,Apuesto,Admin,0.9999755819655176,saludHistory,74,9,95
311,*BB***,Apuesto,Admin,1.1731281746827822,saludHistory,74,17,188
312,*B*A**,Apuesto,Admin,0.6287001368453653,saludHistory,74,25,322
313,*B*B**,Apuesto,Admin,1.4572128897673589,saludHistory,74,11,105
314,*B****,Apuesto,Admin,1.2685654689161898,saludHistory,74,36,427
315,**AA**,Apuesto,Admin,-0.6963181111002997,saludHistory,74,48,769
316,**AB**,Apuesto,Admin,0.7283868086531763,saludHistory,74,4,41
317,**A***,Apuesto,Admin,-0.542234445105772,saludHistory,74,52,813
318,**BA**,Apuesto,Admin,-0.07360136437365217,saludHistory,74,9,134
319,**BB**,Apuesto,Admin,1.525891130296455,saludHistory,74,13,126
320,**B***,Apuesto,Admin,1.0094001317982157,saludHistory,74,22,260
321,***A**,Apuesto,Admin,-0.670932374915627,saludHistory,74,57,903
322,***B**,Apuesto,Admin,1.6863184271842302,saludHistory,74,17,167
323,******,Apuesto,Admin,0.0,saludHistory,74,74,1076
324,AAAA**,Apuesto,ED,0.6378389284315661,saludHistory,81,38,457
325,AAAB**,Apuesto,ED,2.0008312920285376,saludHistory,81,4,21
326,AAA***,Apuesto,ED,1.0007628223769378,saludHistory,81,42,481
327,AABA**,Apuesto,ED,-0.4893299489176864,saludHistory,81,2,37
328,AABB**,Apuesto,ED,1.6968846939182272,saludHistory,81,4,24
329,AAB***,Apuesto,ED,0.6832720653105375,saludHistory,81,6,61
330,AA*A**,Apuesto,ED,0.4795693284829801,saludHistory,81,40,494
331,AA*B**,Apuesto,ED,2.6060573484862006,saludHistory,81,8,45
332,AA****,Apuesto,ED,1.1586658170032644,saludHistory,81,48,543
333,ABAA**,Apuesto,ED,1.1467897943473233,saludHistory,81,6,51
334,ABAB**,Apuesto,ED,-0.5706383624534173,saludHistory,81,0,4
335,ABA***,Apuesto,ED,0.9504115250249003,saludHistory,81,6,55
336,ABBA**,Apuesto,ED,-1.1050364372445785,saludHistory,81,0,15
337,ABBB**,Apuesto,ED,0.576194579121446,saludHistory,81,2,18
338,ABB***,Apuesto,ED,-0.3194675149775584,saludHistory,81,2,33
339,AB*A**,Apuesto,ED,0.48127905430419476,saludHistory,81,6,66
340,AB*B**,Apuesto,ED,0.27786659155785537,saludHistory,81,2,22
341,AB****,Apuesto,ED,0.5557331831157107,saludHistory,81,8,88
342,A*AA**,Apuesto,ED,0.968334718241013,saludHistory,81,44,508
343,A*AB**,Apuesto,ED,1.6055368247300466,saludHistory,81,4,25
344,A*A***,Apuesto,ED,1.2524745708584653,saludHistory,81,48,536
345,A*BA**,Apuesto,ED,-1.0062629875782425,saludHistory,81,2,52
346,A*BB**,Apuesto,ED,1.6599321544523458,saludHistory,81,6,42
347,A*B***,Apuesto,ED,0.361134024554933,saludHistory,81,8,94
348,A**A**,Apuesto,ED,0.6156479912305411,saludHistory,81,46,560
349,A**B**,Apuesto,ED,2.2949864858797215,saludHistory,81,10,67
350,A*****,Apuesto,ED,1.2823748156112922,saludHistory,81,56,631
351,BAAA**,Apuesto,ED,-1.3280136555655304,saludHistory,81,3,82
352,BAAB**,Apuesto,ED,0.296297226873655,saludHistory,81,1,10
353,BAA***,Apuesto,ED,-1.1560769977673997,saludHistory,81,4,92
354,BABA**,Apuesto,ED,3.21952755112607,saludHistory,81,2,4
355,BABB**,Apuesto,ED,-0.7548835978024399,saludHistory,81,0,7
356,BAB***,Apuesto,ED,1.3392593719319115,saludHistory,81,2,11
357,BA*A**,Apuesto,ED,-0.6024207293315967,saludHistory,81,5,86
358,BA*B**,Apuesto,ED,-0.2571508623710622,saludHistory,81,1,17
359,BA****,Apuesto,ED,-0.6549365654606506,saludHistory,81,6,103
360,BBAA**,Apuesto,ED,-1.516834294761737,saludHistory,81,8,177
361,BBAB**,Apuesto,ED,0.8484423469591136,saludHistory,81,1,6
362,BBA***,Apuesto,ED,-1.3381322048780642,saludHistory,81,9,183
363,BBBA**,Apuesto,ED,-0.37411186939888635,saludHistory,81,5,78
